S.NO.,PROGRAM GROUP,TRANSFORMATION,ACTIVITY ID,ACTIVITY DESCRIPTION,START DATE,END DATE,UNIT,PLANNED QTY,YEAR,MONTH
345,BLD-2248-D-LIC|B|5|B,LANDSCAPING IRRIGATION WORK,1927,S&F CI Flazed -100 mm  dia foot valve,12-12-2019,17-03-2022,EA,1,2020,8
346,BLD-2248-D-LIC|B|5|C,LANDSCAPING IRRIGATION WORK,1928,S&F CI Flazed-D 100 mm  Non return valve,12-12-2019,17-03-2022,EA,2,2020,8
347,BLD-2248-D-LIC|B|5|D,LANDSCAPING IRRIGATION WORK,1929,S&F CI Flazed -D 100 mm Butter fly valve,12-12-2019,17-03-2022,EA,8,2020,8
348,BLD-2248-D-LIC|B|5|E,LANDSCAPING IRRIGATION WORK,1930,S&F CI Flazed -50 mm dia butter fly vale,12-12-2019,17-03-2022,EA,5,2020,8
349,BLD-2248-D-LIC|B|5|F,LANDSCAPING IRRIGATION WORK,1931,S&F Air/Vaccum release valve 50 mm,12-12-2019,17-03-2022,EA,2,2020,8
350,BLD-2248-D-LIC|B|5|G,LANDSCAPING IRRIGATION WORK,1932,S&F Autm. pressr releasing Hydrlic valve,12-12-2019,17-03-2022,EA,2,2020,8
351,BLD-2248-D-LIC|B|5|H,LANDSCAPING IRRIGATION WORK,1933,S&F Rugged reinf heavy duty PVC valve,12-12-2019,17-03-2022,EA,2,2020,8
352,BLD-2248-D-LIC|B|6,LANDSCAPING IRRIGATION WORK,1934,SITC single tank unit sand/media filter,12-12-2019,17-03-2022,SET,1,2020,8
353,BLD-2248-D-LIC|B|7,LANDSCAPING IRRIGATION WORK,1935,SITC Disc of capacity 50 cum/ Hours,12-12-2019,17-03-2022,SET,1,2020,8
354,BLD-2248-D-LIC|B|8,LANDSCAPING IRRIGATION WORK,1936,SITC control panel/ Starter,12-12-2019,17-03-2022,SET,1,2020,8
355,BLD-2248-D-FCD|WT01|1'1,FAÇADE WORK,1937,Facade work-SDPC coating,12-12-2019,17-03-2022,M2 ,6500,2020,8
356,BLD-2248-D-FCD|WT01|1'2,FAÇADE WORK,1938,Facade work-Glass 30mm DGU,12-12-2019,17-03-2022,M2 ,5035,2020,8
357,BLD-2248-D-FCD|WT01|1'3,FAÇADE WORK,1939,Facade work-8 mm Spandrel Glass,12-12-2019,17-03-2022,M2 ,1465,2020,8
358,BLD-2248-D-FCD|WT01|1'4,FAÇADE WORK,1940,Facade work-Spandrel Insulation,12-12-2019,17-03-2022,M2 ,1465,2020,8
359,BLD-2248-D-FCD|WT01|1'5,FAÇADE WORK,1941,Facade work-Rock wool Insulation,12-12-2019,17-03-2022,M,1625,2020,8
360,BLD-2248-D-FCD|WT01|1'6,FAÇADE WORK,1942,Facade work-shutter Windows sys 1.8x1.2M,12-12-2019,17-03-2022,EA,250,2020,8
361,BLD-2248-D-FCD|WT01|1'7,FAÇADE WORK,1943,Facade work-Vertical aluminium fins,12-12-2019,17-03-2022,M,350,2020,8
362,BLD-2248-D-FCD|WT02|2'1,FAÇADE WORK,1944,Facade work-SDPC coating,12-12-2019,17-03-2022,M2 ,350,2020,8
363,BLD-2248-D-FCD|WT02|2'2,FAÇADE WORK,1945,Facade work-Glass 30mm DGU,12-12-2019,17-03-2022,M2 ,275,2020,8
364,BLD-2248-D-FCD|WT02|2'3,FAÇADE WORK,1946,Facade work-8 mm Spandrel Glass,12-12-2019,17-03-2022,M2 ,75,2020,8
365,BLD-2248-D-FCD|WT02|2'4,FAÇADE WORK,1947,Facade work-Spandrel Insulation,12-12-2019,17-03-2022,M2 ,75,2020,8
366,BLD-2248-D-FCD|WT02|2'5,FAÇADE WORK,1948,Facade work-SITDC of M.S. work,12-12-2019,17-03-2022,MT,8,2020,8
367,BLD-2248-D-FCD|WT03|3'1,FAÇADE WORK,1949,Facade work-SDPC coating,12-12-2019,17-03-2022,M2 ,850,2020,8
368,BLD-2248-D-FCD|WT03|3'2,FAÇADE WORK,1950,Facade work-Glass 30mm DGU,12-12-2019,17-03-2022,M2 ,659,2020,8
369,BLD-2248-D-FCD|WT03|3'3,FAÇADE WORK,1951,Facade work-8 mm Spandrel Glass,12-12-2019,17-03-2022,M2 ,191,2020,8
370,BLD-2248-D-FCD|WT03|3'4,FAÇADE WORK,1952,Facade work-Spandrel Insulation,12-12-2019,17-03-2022,M2 ,191,2020,8
371,BLD-2248-D-FCD|WT03|3'5,FAÇADE WORK,1953,Facade work-Rock wool Insulation,12-12-2019,17-03-2022,M,215,2020,8
372,BLD-2248-D-FCD|WT03|3'6,FAÇADE WORK,1954,Facade work-shutter Windows sys 1.8x1.2M,12-12-2019,17-03-2022,EA,32,2020,8
373,BLD-2248-D-FCD|WT03|3'7,FAÇADE WORK,1955,Facade work-shutter Windows sys 2.4x1.2M,12-12-2019,17-03-2022,EA,10,2020,8
374,BLD-2248-D-FCD|WT04|4'1,FAÇADE WORK,1956,Facade work-SDPC coating,12-12-2019,17-03-2022,M2 ,500,2020,8
375,BLD-2248-D-FCD|WT04|4'2,FAÇADE WORK,1957,Facade work-Glass 30mm DGU,12-12-2019,17-03-2022,M2 ,387,2020,8
376,BLD-2248-D-FCD|WT04|4'3,FAÇADE WORK,1958,Facade work-8 mm Spandrel Glass,12-12-2019,17-03-2022,M2 ,113,2020,8
377,BLD-2248-D-FCD|WT04|4'4,FAÇADE WORK,1959,Facade work-Spandrel Insulation,12-12-2019,17-03-2022,M2 ,113,2020,8
378,BLD-2248-D-FCD|WT04|4'5,FAÇADE WORK,1960,Facade work-Rock wool Insulation,12-12-2019,17-03-2022,M,125,2020,8
379,BLD-2248-D-FCD|WT04|4'6,FAÇADE WORK,1961,Facade work-shutter Windows sys 1.8x1.2M,12-12-2019,17-03-2022,EA,66,2020,8
380,BLD-2248-D-FCD|WT4A|4'1A,FAÇADE WORK,1962,Facade work-SDPC coating,12-12-2019,17-03-2022,M2 ,550,2020,8
381,BLD-2248-D-FCD|WT4A|4'2A,FAÇADE WORK,1963,Facade work-Glass 30mm DGU,12-12-2019,17-03-2022,M2 ,426,2020,8
382,BLD-2248-D-FCD|WT4A|4'3A,FAÇADE WORK,1964,Facade work-8 mm Spandrel Glass,12-12-2019,17-03-2022,M2 ,124,2020,8
383,BLD-2248-D-FCD|WT4A|4'4A,FAÇADE WORK,1965,Facade work-Spandrel Insulation,12-12-2019,17-03-2022,M2 ,124,2020,8
384,BLD-2248-D-FCD|WT4A|4'5A,FAÇADE WORK,1966,Facade work-Rock wool Insulation,12-12-2019,17-03-2022,M,138,2020,8
385,BLD-2248-D-FCD|WT4A|4'6A,FAÇADE WORK,1967,Facade work-shutter Windows sys 1.8x1.2M,12-12-2019,17-03-2022,EA,8,2020,8
386,BLD-2248-D-FCD|WT05|5'1,FAÇADE WORK,1968,Facade work-SDPC coating,12-12-2019,17-03-2022,M2 ,2000,2020,8
387,BLD-2248-D-FCD|WT05|5'2,FAÇADE WORK,1969,Facade work-Glass 30mm DGU,12-12-2019,17-03-2022,M2 ,2000,2020,8
388,BLD-2248-D-FCD|WT05|5'3,FAÇADE WORK,1970,Facade work-shutter Windows sys 1.8x1.2M,12-12-2019,17-03-2022,EA,104,2020,8
389,BLD-2248-D-FCD|WT05|5'4,FAÇADE WORK,1971,Facade work-shutter Windows sys 2.4x1.2M,12-12-2019,17-03-2022,EA,80,2020,8
390,BLD-2248-D-FCD|WT06|6'1,FAÇADE WORK,1972,Facade work-SDPC coating,12-12-2019,17-03-2022,M2 ,2800,2020,8
391,BLD-2248-D-FCD|WT06|6'2,FAÇADE WORK,1973,Facade work-Glass 32mm DGU,12-12-2019,17-03-2022,M2 ,2170,2020,8
392,BLD-2248-D-FCD|WT06|6'3,FAÇADE WORK,1974,Facade work-8 mm Spandrel Glass,12-12-2019,17-03-2022,M2 ,630,2020,8
393,BLD-2248-D-FCD|WT06|6'4,FAÇADE WORK,1975,Facade work-Spandrel Insulation,12-12-2019,17-03-2022,M2 ,630,2020,8
394,BLD-2248-D-FCD|WT06|6'5,FAÇADE WORK,1976,Facade work-Rock wool Insulation,12-12-2019,17-03-2022,M,700,2020,8
395,BLD-2248-D-FCD|WT06|6'6,FAÇADE WORK,1977,Facade work-shutter Windows sys 2.4x1.2M,12-12-2019,17-03-2022,EA,8,2020,8
396,BLD-2248-D-FCD|WT07|7,FAÇADE WORK,1978,Facade work-Standing railing,12-12-2019,17-03-2022,M,750,2020,8
397,BLD-2248-D-FCD|WT08|8'1,FAÇADE WORK,1979,Facade work-System rate Wall cladding,12-12-2019,17-03-2022,M2 ,2500,2020,8
398,BLD-2248-D-FCD|WT08|8'2,FAÇADE WORK,1980,Facade work-Beam / Box cladding,12-12-2019,17-03-2022,M2 ,1800,2020,8
399,BLD-2248-D-FCD|WT08|8'3,FAÇADE WORK,1981,Facade work-Beam / Box cladding,12-12-2019,17-03-2022,M2 ,500,2020,8
400,BLD-2248-D-FCD|WT08|8'4,FAÇADE WORK,1982,Facade work-Shaft Cladding,12-12-2019,17-03-2022,M2 ,3000,2020,8
401,BLD-2248-D-FCD|WT08|8'5,FAÇADE WORK,1983,Facade work-Aluminium sheet PVDF,12-12-2019,17-03-2022,M2 ,7800,2020,8
402,BLD-2248-D-FCD|WT9|10|9,FAÇADE WORK,1984,Facade work-System rate Wall cladding,12-12-2019,17-03-2022,M2 ,4127,2020,8
403,BLD-2248-D-FCD|W9|10|9'1,FAÇADE WORK,1985,Facade work-Aluminium sheet PVDF,12-12-2019,17-03-2022,M2 ,2377,2020,8
404,BLD-2248-D-FCD|9|10|10'1,FAÇADE WORK,1986,Facade work-Aluminium perforated sheet,12-12-2019,17-03-2022,M2 ,1750,2020,8
405,BLD-2248-D-FCD|WT11|11'1,FAÇADE WORK,1987,Facade work-Glass Façade,12-12-2019,17-03-2022,M2 ,350,2020,8
406,BLD-2248-D-FCD|WT11|11'2,FAÇADE WORK,1988,Facade work-Glass Façade,12-12-2019,17-03-2022,M2 ,350,2020,8
407,BLD-2248-D-FCD|WT11|11'3,FAÇADE WORK,1989,Facade work-Automatic Sliding Door,12-12-2019,17-03-2022,EA,2,2020,8
408,BLD-2248-D-FCD|WT11|11'4,FAÇADE WORK,1990,Facade work-Patch Door,12-12-2019,17-03-2022,EA,6,2020,8
409,BLD-2248-D-FCD|WT12|12,FAÇADE WORK,1991,Facade work-3mm thick SS 316 sheet,12-12-2019,17-03-2022,M2 ,280,2020,8
410,BLD-2248-D-FCD|WT12|12'1,FAÇADE WORK,1992,Facade work-custom designed M.S. work,12-12-2019,17-03-2022,MT,15,2020,8
411,BLD-2248-D-FCD|WT13|13'1,FAÇADE WORK,1993,Facade work-3mm thick SS 316 sheet,12-12-2019,17-03-2022,M2 ,300,2020,8
412,BLD-2248-D-FCD|WT13|13'2,FAÇADE WORK,1994,Facade work-custom designed M.S. work,12-12-2019,17-03-2022,MT,12,2020,8
413,BLD-2248-D-FCD|WT14|14'1,FAÇADE WORK,1995,Facade work-stone cladding at skirting,12-12-2019,17-03-2022,M2 ,150,2020,8
414,BLD-2248-D-FCD|WT14|14'2,FAÇADE WORK,1996,Facade work-custom designed M.S. work,12-12-2019,17-03-2022,MT,1,2020,8
415,BLD-2248-D-FCD|WT15|15'1,FAÇADE WORK,1997,Facade work-Signage with  back light,12-12-2019,17-03-2022,M2 ,350,2020,8
416,BLD-2248-D-FCD|WT15|15'2,FAÇADE WORK,1998,Facade work-custom designed M.S. work,12-12-2019,17-03-2022,MT,5,2020,8
417,BLD-2248-D-FCD|WT16|16,FAÇADE WORK,1999,Facade work-Fixed alumiium louvers,12-12-2019,17-03-2022,M2 ,856,2020,8
418,BLD-2248-D-FCD|BMU|17'1,FAÇADE WORK,2000,Facade work-BMU system (Tower),12-12-2019,17-03-2022,EA,1,2020,8
419,BLD-2248-D-FCD|BMU|17'2,FAÇADE WORK,2001,Facade work-BMU system (Hostel Block),12-12-2019,17-03-2022,EA,1,2020,8
420,BLD-2248-D-FCD|LED|18'1,FAÇADE WORK,2002,Facade work-LED strip light (Tower),12-12-2019,17-03-2022,M,750,2020,8
421,BLD-2248-D-FCD|LED|18'2,FAÇADE WORK,2003,Facade work-LED strip light(Wall washer),12-12-2019,17-03-2022,M,242,2020,8
422,BLD-2248-D-SW|A'1,SANITARY WORK (PHE),2004,ITC of Wall EWC,12-12-2019,17-03-2022,EA,278,2020,8
423,BLD-2248-D-SW|A|2|A,SANITARY WORK (PHE),2005,ITC Wash Basin Oval,12-12-2019,17-03-2022,EA,168,2020,8
424,BLD-2248-D-SW|A|2|B,SANITARY WORK (PHE),2006,ITC Wash Basin Rectangular,12-12-2019,17-03-2022,EA,113,2020,8
425,BLD-2248-D-SW|A|3,SANITARY WORK (PHE),2007,ITC of Flat Back Urinal,12-12-2019,17-03-2022,EA,128,2020,8
426,BLD-2248-D-SW|A|4,SANITARY WORK (PHE),2008,ITC of Single Bowl Sink With Drain Board,12-12-2019,17-03-2022,EA,23,2020,8
427,BLD-2248-D-SW|A|5,SANITARY WORK (PHE),2009,ITC of CP 3 In One Wall Mixture,12-12-2019,17-03-2022,EA,81,2020,8
428,BLD-2248-D-SW|A|6,SANITARY WORK (PHE),2010,ITC of Vertical Water Cooler,12-12-2019,17-03-2022,EA,28,2020,8
429,BLD-2248-D-SW|A|7,SANITARY WORK (PHE),2011,ITC of Janitor Sink With Bibcock,12-12-2019,17-03-2022,EA,17,2020,8
430,BLD-2248-D-SW|A|8,SANITARY WORK (PHE),2012,ITC of Conceal Flush Valve,12-12-2019,17-03-2022,EA,295,2020,8
431,BLD-2248-D-SW|A|9,SANITARY WORK (PHE),2013,ITC of Automatic Flushing For Urinal,12-12-2019,17-03-2022,EA,128,2020,8
432,BLD-2248-D-SW|A|10,SANITARY WORK (PHE),2014,ITC of EWC Pillartap & Wash Basin,12-12-2019,17-03-2022,EA,17,2020,8
433,BLD-2248-D-SW|A|11,SANITARY WORK (PHE),2015,ITC of Urinal Partition,12-12-2019,17-03-2022,EA,130,2020,8
434,BLD-2248-D-SW|A|12,SANITARY WORK (PHE),2016,ITC of IWC  With PVC Cistern,12-12-2019,17-03-2022,EA,1,2020,8
435,BLD-2248-D-SW|A|13,SANITARY WORK (PHE),2017,ITC PVC WC Connector,12-12-2019,17-03-2022,EA,296,2020,8
436,BLD-2248-D-SW|A|14,SANITARY WORK (PHE),2018,ITC of Bevel Edge Mirror 5.5Mm Thick,12-12-2019,17-03-2022,M2 ,310,2020,8
437,BLD-2248-D-SW|A|15,SANITARY WORK (PHE),2019,ITC of CP Angle Valve,12-12-2019,17-03-2022,EA,606,2020,8
438,BLD-2248-D-SW|A|16,SANITARY WORK (PHE),2020,ITC of 32Mm CP Bottle Trap With All Accs,12-12-2019,17-03-2022,EA,281,2020,8
439,BLD-2248-D-SW|A|17,SANITARY WORK (PHE),2021,ITC of 40Mm CP Bottle Trap With All Accs,12-12-2019,17-03-2022,EA,23,2020,8
440,BLD-2248-D-SW|A|18,SANITARY WORK (PHE),2022,ITC of 32Mm Dia CP Brass Waste Coupling,12-12-2019,17-03-2022,EA,281,2020,8
441,BLD-2248-D-SW|A|19,SANITARY WORK (PHE),2023,ITC of 40Mm Dia CP Brass Waste Coupling,12-12-2019,17-03-2022,EA,23,2020,8
442,BLD-2248-D-SW|A|20,SANITARY WORK (PHE),2024,ITC of 600Mm Long Braided Flexible Pipe,12-12-2019,17-03-2022,EA,606,2020,8
443,BLD-2248-D-SW|A|21,SANITARY WORK (PHE),2025,ITC of Pillar Tap For Wash Basin,12-12-2019,17-03-2022,EA,281,2020,8
444,BLD-2248-D-SW|A|22,SANITARY WORK (PHE),2026,ITC of Pillar Tap For Sink,12-12-2019,17-03-2022,EA,23,2020,8
445,BLD-2248-D-SW|A|23,SANITARY WORK (PHE),2027,ITC of CP Brass Health Faucet,12-12-2019,17-03-2022,EA,295,2020,8
446,BLD-2248-D-SW|A|24,SANITARY WORK (PHE),2028,ITC of Toilet Paper Holder,12-12-2019,17-03-2022,EA,295,2020,8
447,BLD-2248-D-SW|A|25,SANITARY WORK (PHE),2029,ITC of Soap Dispencer,12-12-2019,17-03-2022,EA,281,2020,8
448,BLD-2248-D-SW|A|26,SANITARY WORK (PHE),2030,ITC of CP Brass Coat Hook,12-12-2019,17-03-2022,EA,296,2020,8
449,BLD-2248-D-SW|A|27,SANITARY WORK (PHE),2031,ITC of CP Towel Rack,12-12-2019,17-03-2022,EA,81,2020,8
450,BLD-2248-D-SW|A|28,SANITARY WORK (PHE),2032,ITC of Tissue Paper Holder,12-12-2019,17-03-2022,EA,65,2020,8
451,BLD-2248-D-SW|A|29,SANITARY WORK (PHE),2033,ITC  of CP Towel Ring,12-12-2019,17-03-2022,EA,113,2020,8
452,BLD-2248-D-SW|A|30,SANITARY WORK (PHE),2034,ITC of Hand Drier,12-12-2019,17-03-2022,EA,43,2020,8
453,BLD-2248-D-SW|A|31,SANITARY WORK (PHE),2035,ITC of CP Long Body Bibcock,12-12-2019,17-03-2022,EA,1,2020,8
454,BLD-2248-D-SWL|B|1|A,"SOIL,WASTE, VENT PIPE (PHE)",2036,SITC of RW CI Pipe 100Mm Dia Is 3989,12-12-2019,17-03-2022,M,100,2020,8
455,BLD-2248-D-SWL|B|1|B,"SOIL,WASTE, VENT PIPE (PHE)",2037,SITC of RW CI Pipe 150Mm Dia Is 3989,12-12-2019,17-03-2022,M,1200,2020,8
456,BLD-2248-D-SWL|B|1|C,"SOIL,WASTE, VENT PIPE (PHE)",2038,SITC of RW CI Pipe 200Mm Dia Is 3989,12-12-2019,17-03-2022,M,40,2020,8
457,BLD-2248-D-SWL|B|2|A,"SOIL,WASTE, VENT PIPE (PHE)",2039,SITC of Soil CI Pipe 75Mm Dia Is 3989,12-12-2019,17-03-2022,M,430,2020,8
458,BLD-2248-D-SWL|B|2|B,"SOIL,WASTE, VENT PIPE (PHE)",2040,SITC of Soil CI Pipe 100Mm Dia Is 3989,12-12-2019,17-03-2022,M,2750,2020,8
459,BLD-2248-D-SWL|B|2|C,"SOIL,WASTE, VENT PIPE (PHE)",2041,SITC of Soil CI Pipe 150Mm Dia Is 3989,12-12-2019,17-03-2022,M,5,2020,8
460,BLD-2248-D-SWL|B|3|A,"SOIL,WASTE, VENT PIPE (PHE)",2042,SITC of 32Mm Dia GI Pipe Is 1239,12-12-2019,17-03-2022,M,250,2020,8
461,BLD-2248-D-SWL|B|3|B,"SOIL,WASTE, VENT PIPE (PHE)",2043,SITC of 40Mm Dia GI Pipe Is 1239,12-12-2019,17-03-2022,M,70,2020,8
462,BLD-2248-D-SWL|B|3|C,"SOIL,WASTE, VENT PIPE (PHE)",2044,SITC of 50Mm Dia GI Pipe Is 1239,12-12-2019,17-03-2022,M,85,2020,8
463,BLD-2248-D-SWL|B|4|A,"SOIL,WASTE, VENT PIPE (PHE)",2045,Painting For CI Pipe 75Mm Dia,12-12-2019,17-03-2022,M,430,2020,8
464,BLD-2248-D-SWL|B|4|B,"SOIL,WASTE, VENT PIPE (PHE)",2046,Painting For CI Pipe 100Mm Dia,12-12-2019,17-03-2022,M,2750,2020,8
465,BLD-2248-D-SWL|B|4|C,"SOIL,WASTE, VENT PIPE (PHE)",2047,Painting For CI Pipe 150Mm Dia,12-12-2019,17-03-2022,M,5,2020,8
466,BLD-2248-D-SWL|B|5|A,"SOIL,WASTE, VENT PIPE (PHE)",2048,Painting of GI Pipe With Tape 32Mm Dia,12-12-2019,17-03-2022,M,250,2020,8
467,BLD-2248-D-SWL|B|5|B,"SOIL,WASTE, VENT PIPE (PHE)",2049,Painting of GI Pipe With Tape 40Mm Dia,12-12-2019,17-03-2022,M,70,2020,8
468,BLD-2248-D-SWL|B|5|C,"SOIL,WASTE, VENT PIPE (PHE)",2050,Painting of GI Pipe With Tape 50Mm Dia,12-12-2019,17-03-2022,M,85,2020,8
469,BLD-2248-D-SWL|B|6|A,"SOIL,WASTE, VENT PIPE (PHE)",2051,SITC of CI P Or S Trap 100Mm In & Out,12-12-2019,17-03-2022,EA,582,2020,8
470,BLD-2248-D-SWL|B|7|A,"SOIL,WASTE, VENT PIPE (PHE)",2052,SITC of GI Fd 100 X 50 Mm Elbow,12-12-2019,17-03-2022,EA,3,2020,8
471,BLD-2248-D-SWL|B|8,"SOIL,WASTE, VENT PIPE (PHE)",2053,SITC of GI Inlet Fab From 100Mm GI Pipe,12-12-2019,17-03-2022,EA,582,2020,8
472,BLD-2248-D-SWL|B|9,"SOIL,WASTE, VENT PIPE (PHE)",2054,SITC of Brass Clean Out Plug 100Mm Dia,12-12-2019,17-03-2022,EA,278,2020,8
473,BLD-2248-D-SWL|B|10|A,"SOIL,WASTE, VENT PIPE (PHE)",2055,SITC of Ss Ring & Grating 125Mm Dia,12-12-2019,17-03-2022,EA,582,2020,8
474,BLD-2248-D-SWL|B|11,"SOIL,WASTE, VENT PIPE (PHE)",2056,SITC of Brass Clean Out Plug 100Mm Dia,12-12-2019,17-03-2022,EA,6,2020,8
475,BLD-2248-D-SWL|B|12|A,"SOIL,WASTE, VENT PIPE (PHE)",2057,SITC of CI Cowl 75Mm Dia,12-12-2019,17-03-2022,EA,7,2020,8
476,BLD-2248-D-SWL|B|12|B,"SOIL,WASTE, VENT PIPE (PHE)",2058,SITC of CI Cowl 100Mm Dia,12-12-2019,17-03-2022,EA,15,2020,8
477,BLD-2248-D-SWL|B|13|A,"SOIL,WASTE, VENT PIPE (PHE)",2059,SITC of CI Grating 125 X 125Mm,12-12-2019,17-03-2022,EA,4,2020,8
478,BLD-2248-D-SWL|B|13|B,"SOIL,WASTE, VENT PIPE (PHE)",2060,SITC of CI Grating 175 X 175Mm,12-12-2019,17-03-2022,EA,22,2020,8
479,BLD-2248-D-WS|C|1|1'1|A,WATER SUPPLY SYSTEM (PHE),2061,SITC of GI Pipe B Class Cws Fws 15Mm Dia,12-12-2019,17-03-2022,M,5,2020,8
480,BLD-2248-D-WS|C|1|1'1|B,WATER SUPPLY SYSTEM (PHE),2062,SITC of GI Pipe B Class Cws Fws 20Mm Dia,12-12-2019,17-03-2022,M,35,2020,8
481,BLD-2248-D-WS|C|1|1'1|C,WATER SUPPLY SYSTEM (PHE),2063,SITC of GI Pipe B Class Cws Fws 25Mm Dia,12-12-2019,17-03-2022,M,65,2020,8
482,BLD-2248-D-WS|C|1|1'1|D,WATER SUPPLY SYSTEM (PHE),2064,SITC of GI Pipe B Class Cws Fws 32Mm Dia,12-12-2019,17-03-2022,M,90,2020,8
483,BLD-2248-D-WS|C|1|1'1|E,WATER SUPPLY SYSTEM (PHE),2065,SITC of GI Pipe B Class Cws Fws 40Mm Dia,12-12-2019,17-03-2022,M,95,2020,8
484,BLD-2248-D-WS|C|1|1'1|F,WATER SUPPLY SYSTEM (PHE),2066,SITC of GI Pipe B Class Cws Fws 50Mm Dia,12-12-2019,17-03-2022,M,250,2020,8
485,BLD-2248-D-WS|C|1|1'1|G,WATER SUPPLY SYSTEM (PHE),2067,SITC of GI Pipe B Class Cws Fws 65Mm Dia,12-12-2019,17-03-2022,M,195,2020,8
486,BLD-2248-D-WS|C|1|1'1|H,WATER SUPPLY SYSTEM (PHE),2068,SITC of GI Pipe B Class Cws Fws 80Mm Dia,12-12-2019,17-03-2022,M,230,2020,8
487,BLD-2248-D-WS|C|1|1'1|I,WATER SUPPLY SYSTEM (PHE),2069,SITC of GI Pipe B Class Cwsfws 100Mm Dia,12-12-2019,17-03-2022,M,365,2020,8
488,BLD-2248-D-WS|C|1|1'1|J,WATER SUPPLY SYSTEM (PHE),2070,SITC of GI Pipe B Class Cwsfws 150Mm Dia,12-12-2019,17-03-2022,M,30,2020,8
489,BLD-2248-D-WS|C|1|1'2|A,WATER SUPPLY SYSTEM (PHE),2071,SITC of GI Pipe B Class Hws 15Mm Dia,12-12-2019,17-03-2022,M,185,2020,8
490,BLD-2248-D-WS|C|1|1'2|B,WATER SUPPLY SYSTEM (PHE),2072,SITC of GI Pipe B Class Hws 20Mm Dia,12-12-2019,17-03-2022,M,270,2020,8
491,BLD-2248-D-WS|C|1|1'2|C,WATER SUPPLY SYSTEM (PHE),2073,SITC of GI Pipe B Class Hws 25Mm Dia,12-12-2019,17-03-2022,M,150,2020,8
492,BLD-2248-D-WS|C|1|1'2|D,WATER SUPPLY SYSTEM (PHE),2074,SITC of GI Pipe B Class Hws 32Mm Dia,12-12-2019,17-03-2022,M,175,2020,8
493,BLD-2248-D-WS|C|1|1'2|E,WATER SUPPLY SYSTEM (PHE),2075,SITC of GI Pipe B Class Hws 40Mm Dia,12-12-2019,17-03-2022,M,95,2020,8
494,BLD-2248-D-WS|C|1|1'2|F,WATER SUPPLY SYSTEM (PHE),2076,SITC of GI Pipe B Class Hws 50Mm Dia,12-12-2019,17-03-2022,M,20,2020,8
495,BLD-2248-D-WS|C|1|1'2|G,WATER SUPPLY SYSTEM (PHE),2077,SITC of GI Pipe B Class Hws 65Mm Dia,12-12-2019,17-03-2022,M,100,2020,8
496,BLD-2248-D-WS|C|1|1'2|H,WATER SUPPLY SYSTEM (PHE),2078,SITC of GI Pipe B Class Hws 80Mm Dia,12-12-2019,17-03-2022,M,100,2020,8
497,BLD-2248-D-WS|C|1|1'3|A,WATER SUPPLY SYSTEM (PHE),2079,SITC of GI Pipe B Class Riser 32Mm Dia,12-12-2019,17-03-2022,M,70,2020,8
498,BLD-2248-D-WS|C|1|1'3|B,WATER SUPPLY SYSTEM (PHE),2080,SITC of GI Pipe B Class Riser 40Mm Dia,12-12-2019,17-03-2022,M,100,2020,8
499,BLD-2248-D-WS|C|1|1'3|C,WATER SUPPLY SYSTEM (PHE),2081,SITC of GI Pipe B Class Riser 50Mm Dia,12-12-2019,17-03-2022,M,240,2020,8
500,BLD-2248-D-WS|C|1|1'3|D,WATER SUPPLY SYSTEM (PHE),2082,SITC of GI Pipe B Class Riser 65Mm Dia,12-12-2019,17-03-2022,M,165,2020,8
501,BLD-2248-D-WS|C|2|A,WATER SUPPLY SYSTEM (PHE),2083,SITC of Cpvc Pipe Cwsfws 15Mm Dia Pipe,12-12-2019,17-03-2022,M,700,2020,8
502,BLD-2248-D-WS|C|2|B,WATER SUPPLY SYSTEM (PHE),2084,SITC of Cpvc Pipe Cwsfws 20Mm Dia Pipe,12-12-2019,17-03-2022,M,1015,2020,8
503,BLD-2248-D-WS|C|2|C,WATER SUPPLY SYSTEM (PHE),2085,SITC of Cpvc Pipe Cwsfws 25Mm Dia Pipe,12-12-2019,17-03-2022,M,525,2020,8
504,BLD-2248-D-WS|C|2|D,WATER SUPPLY SYSTEM (PHE),2086,SITC of Cpvc Pipe Cwsfws 32Mm Dia Pipe,12-12-2019,17-03-2022,M,670,2020,8
505,BLD-2248-D-WS|C|2|E,WATER SUPPLY SYSTEM (PHE),2087,SITC of Cpvc Pipe Cwsfws 40Mm Dia Pipe,12-12-2019,17-03-2022,M,389.5,2020,8
506,BLD-2248-D-WS|C|2|F,WATER SUPPLY SYSTEM (PHE),2088,SITC of Cpvc Pipe Cwsfws 50Mm Dia Pipe,12-12-2019,17-03-2022,M,180,2020,8
507,BLD-2248-D-WS|C|2|G,WATER SUPPLY SYSTEM (PHE),2089,SITC of Cpvc Pipe Cwsfws 65Mm Dia Pipe,12-12-2019,17-03-2022,M,45,2020,8
508,BLD-2248-D-WS|C|3|A,WATER SUPPLY SYSTEM (PHE),2090,SITC of 6Mm Nitrile Ins On 15Mm Dia Pipe,12-12-2019,17-03-2022,M,185,2020,8
509,BLD-2248-D-WS|C|3|B,WATER SUPPLY SYSTEM (PHE),2091,SITC of 6Mm Nitrile Ins On 20Mm Dia Pipe,12-12-2019,17-03-2022,M,270,2020,8
